src_table,src_col,dst_table,dst_col
dataset_1.csv,cbwd,dataset_2-Beijing.csv,cbwd
dataset_1.csv,cbwd,dataset_2-Chengdu.csv,cbwd
dataset_1.csv,cbwd,dataset_2-Guangzhou.csv,cbwd
dataset_1.csv,cbwd,dataset_2-Shanghai.csv,cbwd
dataset_1.csv,cbwd,dataset_2-Shenyang.csv,cbwd
dataset_1.csv,cbwd,dataset_4.csv,cbwd
dataset_1.csv,day,dataset_2-Beijing.csv,day
dataset_1.csv,day,dataset_2-Chengdu.csv,day
dataset_1.csv,day,dataset_2-Guangzhou.csv,day
dataset_1.csv,day,dataset_2-Shanghai.csv,day
dataset_1.csv,day,dataset_2-Shenyang.csv,day
dataset_1.csv,day,dataset_4.csv,day
dataset_1.csv,hour,dataset_2-Beijing.csv,hour
dataset_1.csv,hour,dataset_2-Chengdu.csv,hour
dataset_1.csv,hour,dataset_2-Guangzhou.csv,hour
dataset_1.csv,hour,dataset_2-Shanghai.csv,hour
dataset_1.csv,hour,dataset_2-Shenyang.csv,hour
dataset_1.csv,hour,dataset_3.csv,Time
dataset_1.csv,hour,dataset_4.csv,hour
dataset_1.csv,month,dataset_2-Beijing.csv,month
dataset_1.csv,month,dataset_2-Chengdu.csv,month
dataset_1.csv,month,dataset_2-Guangzhou.csv,month
dataset_1.csv,month,dataset_2-Shanghai.csv,month
dataset_1.csv,month,dataset_2-Shenyang.csv,month
dataset_1.csv,month,dataset_4.csv,month
dataset_1.csv,pm2.5,dataset_2-Beijing.csv,PM_Dongsi
dataset_1.csv,pm2.5,dataset_2-Beijing.csv,PM_Dongsihuan
dataset_1.csv,pm2.5,dataset_2-Beijing.csv,PM_Nongzhanguan
dataset_1.csv,pm2.5,dataset_2-Beijing.csv,PM_US Post
dataset_1.csv,pm2.5,dataset_2-Chengdu.csv,PM_Caotangsi
dataset_1.csv,pm2.5,dataset_2-Chengdu.csv,PM_Shahepu
dataset_1.csv,pm2.5,dataset_2-Chengdu.csv,PM_US Post
dataset_1.csv,pm2.5,dataset_2-Guangzhou.csv,PM_5th Middle School
dataset_1.csv,pm2.5,dataset_2-Guangzhou.csv,PM_City Station
dataset_1.csv,pm2.5,dataset_2-Guangzhou.csv,PM_US Post
dataset_1.csv,pm2.5,dataset_2-Shanghai.csv,PM_Jingan
dataset_1.csv,pm2.5,dataset_2-Shanghai.csv,PM_US Post
dataset_1.csv,pm2.5,dataset_2-Shanghai.csv,PM_Xuhui
dataset_1.csv,pm2.5,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_1.csv,pm2.5,dataset_2-Shenyang.csv,PM_US Post
dataset_1.csv,pm2.5,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_1.csv,pm2.5,dataset_4.csv,PM_Dongsi
dataset_1.csv,pm2.5,dataset_4.csv,PM_Dongsihuan
dataset_1.csv,pm2.5,dataset_4.csv,PM_Nongzhanguan
dataset_1.csv,pm2.5,dataset_4.csv,PM_US Post
dataset_1.csv,year,dataset_2-Beijing.csv,year
dataset_1.csv,year,dataset_2-Chengdu.csv,year
dataset_1.csv,year,dataset_2-Guangzhou.csv,year
dataset_1.csv,year,dataset_2-Shanghai.csv,year
dataset_1.csv,year,dataset_2-Shenyang.csv,year
dataset_1.csv,year,dataset_4.csv,year
dataset_2-Beijing.csv,DEWP,dataset_2-Chengdu.csv,DEWP
dataset_2-Beijing.csv,DEWP,dataset_2-Guangzhou.csv,DEWP
dataset_2-Beijing.csv,DEWP,dataset_2-Shanghai.csv,DEWP
dataset_2-Beijing.csv,DEWP,dataset_2-Shenyang.csv,DEWP
dataset_2-Beijing.csv,DEWP,dataset_4.csv,DEWP
dataset_2-Beijing.csv,HUMI,dataset_2-Chengdu.csv,HUMI
dataset_2-Beijing.csv,HUMI,dataset_2-Guangzhou.csv,HUMI
dataset_2-Beijing.csv,HUMI,dataset_2-Shanghai.csv,HUMI
dataset_2-Beijing.csv,HUMI,dataset_2-Shenyang.csv,HUMI
dataset_2-Beijing.csv,HUMI,dataset_3.csv,RH
dataset_2-Beijing.csv,HUMI,dataset_4.csv,HUMI
dataset_2-Beijing.csv,Iprec,dataset_2-Chengdu.csv,Iprec
dataset_2-Beijing.csv,Iprec,dataset_2-Guangzhou.csv,Iprec
dataset_2-Beijing.csv,Iprec,dataset_2-Shanghai.csv,Iprec
dataset_2-Beijing.csv,Iprec,dataset_2-Shenyang.csv,Iprec
dataset_2-Beijing.csv,Iprec,dataset_4.csv,Iprec
dataset_2-Beijing.csv,Iws,dataset_2-Chengdu.csv,Iws
dataset_2-Beijing.csv,Iws,dataset_2-Guangzhou.csv,Iws
dataset_2-Beijing.csv,Iws,dataset_2-Shanghai.csv,Iws
dataset_2-Beijing.csv,Iws,dataset_2-Shenyang.csv,Iws
dataset_2-Beijing.csv,Iws,dataset_4.csv,Iws
dataset_2-Beijing.csv,No,dataset_2-Chengdu.csv,No
dataset_2-Beijing.csv,No,dataset_2-Guangzhou.csv,No
dataset_2-Beijing.csv,No,dataset_2-Shanghai.csv,No
dataset_2-Beijing.csv,No,dataset_2-Shenyang.csv,No
dataset_2-Beijing.csv,No,dataset_4.csv,No
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Chengdu.csv,PM_Caotangsi
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Chengdu.csv,PM_Shahepu
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Chengdu.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Guangzhou.csv,PM_5th Middle School
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Guangzhou.csv,PM_City Station
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Guangzhou.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsi,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Beijing.csv,PM_Dongsi,dataset_4.csv,PM_Dongsi
dataset_2-Beijing.csv,PM_Dongsi,dataset_4.csv,PM_Dongsihuan
dataset_2-Beijing.csv,PM_Dongsi,dataset_4.csv,PM_Nongzhanguan
dataset_2-Beijing.csv,PM_Dongsi,dataset_4.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Chengdu.csv,PM_Caotangsi
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Chengdu.csv,PM_Shahepu
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Chengdu.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Guangzhou.csv,PM_5th Middle School
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Guangzhou.csv,PM_City Station
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Guangzhou.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_4.csv,PM_Dongsi
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_4.csv,PM_Dongsihuan
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_4.csv,PM_Nongzhanguan
dataset_2-Beijing.csv,PM_Dongsihuan,dataset_4.csv,PM_US Post
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Chengdu.csv,PM_Caotangsi
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Chengdu.csv,PM_Shahepu
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Chengdu.csv,PM_US Post
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Guangzhou.csv,PM_5th Middle School
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Guangzhou.csv,PM_City Station
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Guangzhou.csv,PM_US Post
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_4.csv,PM_Dongsi
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_4.csv,PM_Dongsihuan
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_4.csv,PM_Nongzhanguan
dataset_2-Beijing.csv,PM_Nongzhanguan,dataset_4.csv,PM_US Post
dataset_2-Beijing.csv,PM_US Post,dataset_2-Chengdu.csv,PM_Caotangsi
dataset_2-Beijing.csv,PM_US Post,dataset_2-Chengdu.csv,PM_Shahepu
dataset_2-Beijing.csv,PM_US Post,dataset_2-Chengdu.csv,PM_US Post
dataset_2-Beijing.csv,PM_US Post,dataset_2-Guangzhou.csv,PM_5th Middle School
dataset_2-Beijing.csv,PM_US Post,dataset_2-Guangzhou.csv,PM_City Station
dataset_2-Beijing.csv,PM_US Post,dataset_2-Guangzhou.csv,PM_US Post
dataset_2-Beijing.csv,PM_US Post,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Beijing.csv,PM_US Post,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Beijing.csv,PM_US Post,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Beijing.csv,PM_US Post,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Beijing.csv,PM_US Post,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Beijing.csv,PM_US Post,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Beijing.csv,PM_US Post,dataset_4.csv,PM_Dongsi
dataset_2-Beijing.csv,PM_US Post,dataset_4.csv,PM_Dongsihuan
dataset_2-Beijing.csv,PM_US Post,dataset_4.csv,PM_Nongzhanguan
dataset_2-Beijing.csv,PM_US Post,dataset_4.csv,PM_US Post
dataset_2-Beijing.csv,PRES,dataset_2-Chengdu.csv,PRES
dataset_2-Beijing.csv,PRES,dataset_2-Guangzhou.csv,PRES
dataset_2-Beijing.csv,PRES,dataset_2-Shanghai.csv,PRES
dataset_2-Beijing.csv,PRES,dataset_2-Shenyang.csv,PRES
dataset_2-Beijing.csv,PRES,dataset_4.csv,PRES
dataset_2-Beijing.csv,TEMP,dataset_2-Chengdu.csv,TEMP
dataset_2-Beijing.csv,TEMP,dataset_2-Guangzhou.csv,TEMP
dataset_2-Beijing.csv,TEMP,dataset_2-Shanghai.csv,TEMP
dataset_2-Beijing.csv,TEMP,dataset_2-Shenyang.csv,TEMP
dataset_2-Beijing.csv,TEMP,dataset_3.csv,T
dataset_2-Beijing.csv,TEMP,dataset_4.csv,TEMP
dataset_2-Beijing.csv,cbwd,dataset_2-Chengdu.csv,cbwd
dataset_2-Beijing.csv,cbwd,dataset_2-Guangzhou.csv,cbwd
dataset_2-Beijing.csv,cbwd,dataset_2-Shanghai.csv,cbwd
dataset_2-Beijing.csv,cbwd,dataset_2-Shenyang.csv,cbwd
dataset_2-Beijing.csv,cbwd,dataset_4.csv,cbwd
dataset_2-Beijing.csv,day,dataset_2-Chengdu.csv,day
dataset_2-Beijing.csv,day,dataset_2-Guangzhou.csv,day
dataset_2-Beijing.csv,day,dataset_2-Shanghai.csv,day
dataset_2-Beijing.csv,day,dataset_2-Shenyang.csv,day
dataset_2-Beijing.csv,day,dataset_4.csv,day
dataset_2-Beijing.csv,hour,dataset_2-Chengdu.csv,hour
dataset_2-Beijing.csv,hour,dataset_2-Guangzhou.csv,hour
dataset_2-Beijing.csv,hour,dataset_2-Shanghai.csv,hour
dataset_2-Beijing.csv,hour,dataset_2-Shenyang.csv,hour
dataset_2-Beijing.csv,hour,dataset_3.csv,Time
dataset_2-Beijing.csv,hour,dataset_4.csv,hour
dataset_2-Beijing.csv,month,dataset_2-Chengdu.csv,month
dataset_2-Beijing.csv,month,dataset_2-Guangzhou.csv,month
dataset_2-Beijing.csv,month,dataset_2-Shanghai.csv,month
dataset_2-Beijing.csv,month,dataset_2-Shenyang.csv,month
dataset_2-Beijing.csv,month,dataset_4.csv,month
dataset_2-Beijing.csv,precipitation,dataset_2-Chengdu.csv,precipitation
dataset_2-Beijing.csv,precipitation,dataset_2-Guangzhou.csv,precipitation
dataset_2-Beijing.csv,precipitation,dataset_2-Shanghai.csv,precipitation
dataset_2-Beijing.csv,precipitation,dataset_2-Shenyang.csv,precipitation
dataset_2-Beijing.csv,precipitation,dataset_4.csv,precipitation
dataset_2-Beijing.csv,season,dataset_2-Chengdu.csv,season
dataset_2-Beijing.csv,season,dataset_2-Guangzhou.csv,season
dataset_2-Beijing.csv,season,dataset_2-Shanghai.csv,season
dataset_2-Beijing.csv,season,dataset_2-Shenyang.csv,season
dataset_2-Beijing.csv,season,dataset_4.csv,season
dataset_2-Beijing.csv,year,dataset_2-Chengdu.csv,year
dataset_2-Beijing.csv,year,dataset_2-Guangzhou.csv,year
dataset_2-Beijing.csv,year,dataset_2-Shanghai.csv,year
dataset_2-Beijing.csv,year,dataset_2-Shenyang.csv,year
dataset_2-Beijing.csv,year,dataset_4.csv,year
dataset_2-Chengdu.csv,DEWP,dataset_2-Guangzhou.csv,DEWP
dataset_2-Chengdu.csv,DEWP,dataset_2-Shanghai.csv,DEWP
dataset_2-Chengdu.csv,DEWP,dataset_2-Shenyang.csv,DEWP
dataset_2-Chengdu.csv,DEWP,dataset_4.csv,DEWP
dataset_2-Chengdu.csv,HUMI,dataset_2-Guangzhou.csv,HUMI
dataset_2-Chengdu.csv,HUMI,dataset_2-Shanghai.csv,HUMI
dataset_2-Chengdu.csv,HUMI,dataset_2-Shenyang.csv,HUMI
dataset_2-Chengdu.csv,HUMI,dataset_3.csv,RH
dataset_2-Chengdu.csv,HUMI,dataset_4.csv,HUMI
dataset_2-Chengdu.csv,Iprec,dataset_2-Guangzhou.csv,Iprec
dataset_2-Chengdu.csv,Iprec,dataset_2-Shanghai.csv,Iprec
dataset_2-Chengdu.csv,Iprec,dataset_2-Shenyang.csv,Iprec
dataset_2-Chengdu.csv,Iprec,dataset_4.csv,Iprec
dataset_2-Chengdu.csv,Iws,dataset_2-Guangzhou.csv,Iws
dataset_2-Chengdu.csv,Iws,dataset_2-Shanghai.csv,Iws
dataset_2-Chengdu.csv,Iws,dataset_2-Shenyang.csv,Iws
dataset_2-Chengdu.csv,Iws,dataset_4.csv,Iws
dataset_2-Chengdu.csv,No,dataset_2-Guangzhou.csv,No
dataset_2-Chengdu.csv,No,dataset_2-Shanghai.csv,No
dataset_2-Chengdu.csv,No,dataset_2-Shenyang.csv,No
dataset_2-Chengdu.csv,No,dataset_4.csv,No
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Guangzhou.csv,PM_5th Middle School
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Guangzhou.csv,PM_City Station
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Guangzhou.csv,PM_US Post
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_4.csv,PM_Dongsi
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_4.csv,PM_Dongsihuan
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_4.csv,PM_Nongzhanguan
dataset_2-Chengdu.csv,PM_Caotangsi,dataset_4.csv,PM_US Post
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Guangzhou.csv,PM_5th Middle School
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Guangzhou.csv,PM_City Station
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Guangzhou.csv,PM_US Post
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Chengdu.csv,PM_Shahepu,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Chengdu.csv,PM_Shahepu,dataset_4.csv,PM_Dongsi
dataset_2-Chengdu.csv,PM_Shahepu,dataset_4.csv,PM_Dongsihuan
dataset_2-Chengdu.csv,PM_Shahepu,dataset_4.csv,PM_Nongzhanguan
dataset_2-Chengdu.csv,PM_Shahepu,dataset_4.csv,PM_US Post
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Guangzhou.csv,PM_5th Middle School
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Guangzhou.csv,PM_City Station
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Guangzhou.csv,PM_US Post
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Chengdu.csv,PM_US Post,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Chengdu.csv,PM_US Post,dataset_4.csv,PM_Dongsi
dataset_2-Chengdu.csv,PM_US Post,dataset_4.csv,PM_Dongsihuan
dataset_2-Chengdu.csv,PM_US Post,dataset_4.csv,PM_Nongzhanguan
dataset_2-Chengdu.csv,PM_US Post,dataset_4.csv,PM_US Post
dataset_2-Chengdu.csv,PRES,dataset_2-Guangzhou.csv,PRES
dataset_2-Chengdu.csv,PRES,dataset_2-Shanghai.csv,PRES
dataset_2-Chengdu.csv,PRES,dataset_2-Shenyang.csv,PRES
dataset_2-Chengdu.csv,PRES,dataset_4.csv,PRES
dataset_2-Chengdu.csv,TEMP,dataset_2-Guangzhou.csv,TEMP
dataset_2-Chengdu.csv,TEMP,dataset_2-Shanghai.csv,TEMP
dataset_2-Chengdu.csv,TEMP,dataset_2-Shenyang.csv,TEMP
dataset_2-Chengdu.csv,TEMP,dataset_3.csv,T
dataset_2-Chengdu.csv,TEMP,dataset_4.csv,TEMP
dataset_2-Chengdu.csv,cbwd,dataset_2-Guangzhou.csv,cbwd
dataset_2-Chengdu.csv,cbwd,dataset_2-Shanghai.csv,cbwd
dataset_2-Chengdu.csv,cbwd,dataset_2-Shenyang.csv,cbwd
dataset_2-Chengdu.csv,cbwd,dataset_4.csv,cbwd
dataset_2-Chengdu.csv,day,dataset_2-Guangzhou.csv,day
dataset_2-Chengdu.csv,day,dataset_2-Shanghai.csv,day
dataset_2-Chengdu.csv,day,dataset_2-Shenyang.csv,day
dataset_2-Chengdu.csv,day,dataset_4.csv,day
dataset_2-Chengdu.csv,hour,dataset_2-Guangzhou.csv,hour
dataset_2-Chengdu.csv,hour,dataset_2-Shanghai.csv,hour
dataset_2-Chengdu.csv,hour,dataset_2-Shenyang.csv,hour
dataset_2-Chengdu.csv,hour,dataset_3.csv,Time
dataset_2-Chengdu.csv,hour,dataset_4.csv,hour
dataset_2-Chengdu.csv,month,dataset_2-Guangzhou.csv,month
dataset_2-Chengdu.csv,month,dataset_2-Shanghai.csv,month
dataset_2-Chengdu.csv,month,dataset_2-Shenyang.csv,month
dataset_2-Chengdu.csv,month,dataset_4.csv,month
dataset_2-Chengdu.csv,precipitation,dataset_2-Guangzhou.csv,precipitation
dataset_2-Chengdu.csv,precipitation,dataset_2-Shanghai.csv,precipitation
dataset_2-Chengdu.csv,precipitation,dataset_2-Shenyang.csv,precipitation
dataset_2-Chengdu.csv,precipitation,dataset_4.csv,precipitation
dataset_2-Chengdu.csv,season,dataset_2-Guangzhou.csv,season
dataset_2-Chengdu.csv,season,dataset_2-Shanghai.csv,season
dataset_2-Chengdu.csv,season,dataset_2-Shenyang.csv,season
dataset_2-Chengdu.csv,season,dataset_4.csv,season
dataset_2-Chengdu.csv,year,dataset_2-Guangzhou.csv,year
dataset_2-Chengdu.csv,year,dataset_2-Shanghai.csv,year
dataset_2-Chengdu.csv,year,dataset_2-Shenyang.csv,year
dataset_2-Chengdu.csv,year,dataset_4.csv,year
dataset_2-Guangzhou.csv,DEWP,dataset_2-Shanghai.csv,DEWP
dataset_2-Guangzhou.csv,DEWP,dataset_2-Shenyang.csv,DEWP
dataset_2-Guangzhou.csv,DEWP,dataset_4.csv,DEWP
dataset_2-Guangzhou.csv,HUMI,dataset_2-Shanghai.csv,HUMI
dataset_2-Guangzhou.csv,HUMI,dataset_2-Shenyang.csv,HUMI
dataset_2-Guangzhou.csv,HUMI,dataset_3.csv,RH
dataset_2-Guangzhou.csv,HUMI,dataset_4.csv,HUMI
dataset_2-Guangzhou.csv,Iprec,dataset_2-Shanghai.csv,Iprec
dataset_2-Guangzhou.csv,Iprec,dataset_2-Shenyang.csv,Iprec
dataset_2-Guangzhou.csv,Iprec,dataset_4.csv,Iprec
dataset_2-Guangzhou.csv,Iws,dataset_2-Shanghai.csv,Iws
dataset_2-Guangzhou.csv,Iws,dataset_2-Shenyang.csv,Iws
dataset_2-Guangzhou.csv,Iws,dataset_4.csv,Iws
dataset_2-Guangzhou.csv,No,dataset_2-Shanghai.csv,No
dataset_2-Guangzhou.csv,No,dataset_2-Shenyang.csv,No
dataset_2-Guangzhou.csv,No,dataset_4.csv,No
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_4.csv,PM_Dongsi
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_4.csv,PM_Dongsihuan
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_4.csv,PM_Nongzhanguan
dataset_2-Guangzhou.csv,PM_5th Middle School,dataset_4.csv,PM_US Post
dataset_2-Guangzhou.csv,PM_City Station,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Guangzhou.csv,PM_City Station,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Guangzhou.csv,PM_City Station,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Guangzhou.csv,PM_City Station,dataset_2-Shenyang.csv,PM_Taiyuanjie
dataset_2-Guangzhou.csv,PM_City Station,dataset_2-Shenyang.csv,PM_US Post
dataset_2-Guangzhou.csv,PM_City Station,dataset_2-Shenyang.csv,PM_Xiaoheyan
dataset_2-Guangzhou.csv,PM_City Station,dataset_4.csv,PM_Dongsi
dataset_2-Guangzhou.csv,PM_City Station,dataset_4.csv,PM_Dongsihuan
dataset_2-Guangzhou.csv,PM_City Station,dataset_4.csv,PM_Nongzhanguan
dataset_2-Guangzhou.csv,PM_City Station,dataset_4.csv,PM_US Post
dataset_2-Guangzhou.csv,PM_US Post,dataset_2-Shanghai.csv,PM_Jingan
dataset_2-Guangzhou.csv,PM_US Post,dataset_2-Shanghai.csv,PM_US Post
dataset_2-Guangzhou.csv,PM_US Post,dataset_2-Shanghai.csv,PM_Xuhui
dataset_2-Guangzhou.csv,PM_US Post,dataset_2-Shenyang.csv,PM_Taiyuanjie
